Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
FRS,Fire and Rescue Services,FRS 45 Station 12,M,113815,65216.09,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 9,M,103472,1163.8,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 35,M,103472,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 14,M,103472,6679.62,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 10,M,103472,96324.06,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 34,M,103472,52330.09,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,113815,31158.05,0,F4
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,103472,85110.95,0,F3
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,125207,0,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 30,M,103472,766.3,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 30,M,98543,852.56,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 40,M,103472,36306.84,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 11,M,103472,50137.13,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,98543,38362.33,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,113815,765.79,0,F4
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,113815,0,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 26,M,103472,15763.05,0,F3
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,125207,21604.59,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,113815,3154.72,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 3,M,113815,12205.9,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 1,M,113815,107212.88,0,F4
FRS,Fire and Rescue Services,FRS 45 Second Battalion - Administration,M,125207,33165.21,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 32,F,113815,9878.6,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 17,M,103472,57799.15,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,103472,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 40,M,103472,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,F,113815,13761.6,0,F4
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,113815,4629.2,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,113815,25539.48,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 19,M,125207,19817.04,0,B1
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,141187,39683.39,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 29,M,103472,111.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,113815,6733.01,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 8,M,113815,19199.82,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 34,M,98543,717.92,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 30,M,103472,22396.22,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,141187,38701.82,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 11,M,103472,630.35,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 15,M,113815,16073.69,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,103472,10490.38,0,F3
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,125207,45654.9,0,B1
FRS,Fire and Rescue Services,FRS 45 Fifth Battalion - Administration,M,125207,108685.3,0,B1
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,141187,63433.65,0,B2
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,25550,5.09,0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,25085.55,5.09,0,12
FRS,Fire and Rescue Services,FRS 45 Fleet Support,M,102711,32105.69,0,19
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,96919.14,2018.94,0,20
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,99826.71,20820.98,0,20
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,M,200778.43,0,0,M2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,104446.44,4517.31,0,21
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,134086,0,0,N25
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,122603,22224.28,0,23
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,M,140274,0,0,26
DOT,Department of Transportation,DOT 50 Parking Management Administration,M,133342.86,0,0,N25
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,94951,15425.69,0,P4
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,107323,16696.91,0,20
DOT,Department of Transportation,DOT 50 Highway Services,M,93026.35,49284.68,0,N21
COR,Correction and Rehabilitation,COR 42 DS MCCF Custody and Security,F,81951.3,0,0,16
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,113286.65,0,0,24
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,103242.84,21868.68,0,20
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,124109.94,29102.63,0,C1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,89818.8,5664.25,0,T1
POL,Department of Police,POL 47 PSB 1st District Patrol,M,81748.15,4415.06,0,16
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,116725,2335.96,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,116725,3184.25,0,P4
FRS,Fire and Rescue Services,FRS 45 Station 4,M,103472,6328.26,0,F3
POL,Department of Police,POL 47 PSB 1st District Patrol,F,116725,30563.15,0,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,139532,61601.55,0,A1
POL,Department of Police,POL 47 PSB 6th District Patrol,M,134814,12297.21,0,A1
POL,Department of Police,POL 47 PSB 2nd District Patrol,F,116725,3007.44,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,116725,43344.58,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,116725,2525.31,0,P4
DOT,Department of Transportation,DOT 50 Transit Central Communication,M,96334.6,5549.69,0,18
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,134814,20022.81,0,A1
POL,Department of Police,POL 47 PSB 5th District Patrol,M,120811,6438.65,8069.54,P4
POL,Department of Police,POL 47 HQ Office of the Chief,M,122560,10571.24,0,P5
POL,Department of Police,POL 47 Field Services Bureau,F,116725,0,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,122560,1282.9,0,P5
POL,Department of Police,POL 47 PSB 4th District Patrol,M,116725,19982.69,0,P4
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,92514,12162.58,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,112166,353.41,0,N21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,24696.07,0,T1
POL,Department of Police,POL 47 CRB Community Engagement Division Community Engagement Section,M,116725,19570.05,0,P4
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,F,92513.57,17183.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,92514,5205.87,0,T1
POL,Department of Police,POL 47 PSB 6th District Patrol,F,116725,85425.59,0,P4
HCA,Department of Housing and Community Affairs,HCA 76 Housing Landlord and Tenant Mediation,F,120998.64,0,0,25
POL,Department of Police,POL 47 PSB 5th District Patrol,M,116725,9074.17,0,P4
POL,Department of Police,POL 47 PSB 4th District Community Action Team,F,116725,20912.79,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,120811,5670.36,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,116725,0,0,P4
POL,Department of Police,POL 47 CRB Community Engagement Division Community Engagement Section,F,116725,3159.14,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,122560,29317.93,0,P5
COR,Correction and Rehabilitation,COR 42 DS MCCF Case Managers Unit 1,M,117252,0,0,22
POL,Department of Police,POL 47 PSB 6th District Patrol,F,116725,29167.18,0,P4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,131280.71,1443.05,0,D2
SHF,Sheriff's Office,SHF 48 Court and Transport,M,119346,2364.44,0,D1
SHF,Sheriff's Office,SHF 48 Court and Transport,M,109125,114.74,0,G4
POL,Department of Police,POL 47 PSB 6th District Patrol,M,116725,30422.53,0,P4
DGS,Department of General Services,DGS 36 Central Duplicating,F,79296,0,0,13
LIB,Department of Public Libraries,LIB 71 Director's Office,F,76010.81,0,0,13
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,73440.34,0,0,13
FRS,Fire and Rescue Services,FRS 45 Admin Services,F,85222.18,1939.25,0,N16
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,106148.11,0,0,21
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Employee Productivity Services,M,153585,0,0,N28
DEP,Department of Environmental Protection,DEP 80 Stewardship Programs,F,134086,0,0,25
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,108497.16,0,0,22
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,104212.51,0,0,N25
FIN,Department of Finance,FIN 32 Accounts Payable,F,90149,0,0,16
COR,Correction and Rehabilitation,COR 42 DS Detention Services,M,112749,16319.44,0,C6
DGS,Department of General Services,DGS 36 Central Duplicating,F,72898,0,0,11
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,106559.4,3040.31,0,22
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,64098.96,0,2554.96,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,146509.59,0,0,M3
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,30115.12,0,0,13
ECM,Ethics Commission,ECM 19 Executive Director,F,163346.36,0,0,M2
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OPS Public Safety Data Systems,F,153585,0,0,N28
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,109702.44,0,0,N25
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,134086,0,0,N25
POL,Department of Police,POL 47 PSB 4th District Patrol,F,90149,37539.08,0,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,76825.69,12110.49,0,16
DGS,Department of General Services,DGS 36 Fleet Management Services,M,90149,4260.51,0,16
REC,Department of Recreation,REC 72 Special Programs,F,69104.53,1278.93,0,14
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,28925.04,0,0,13
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,92513.57,0,0,T1
DOT,Department of Transportation,DOT 50 Transit Services Information Technology,M,102711,1150.62,0,19
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,7283.06,0,T1
DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,M,91312.25,98.78,0,N19
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,112166,6643.16,0,N21
FRS,Fire and Rescue Services,FRS 45 Field Recruits,M,90674,157.95,0,F1
CCL,County Council,CCL 01 Council Central Staff,M,153585,0,0,N28
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,122603,0,0,N23
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,96203.07,6845.62,0,20
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,128198,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,82376.96,334.36,0,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,97730.81,2507.31,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74363.62,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74363.62,30.65,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74602.74,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74363.7,0,0,16
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,28161.95,0,0,10
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,54639.04,0,0,16
POL,Department of Police,POL 47 CRB Community Engagement Division Crisis Response & Support Section,M,134814,16620.43,0,A1
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,79296,0,0,13
COR,Correction and Rehabilitation,COR 42 DS Food Services,M,90361.65,20426.34,0,18
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,85657.6,0,0,18
DGS,Department of General Services,DGS 36 Central Duplicating,M,94134,1280.34,0,N17
DOT,Department of Transportation,DOT 50 Ride On Operations,M,172748.99,0,0,M2
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,54537.06,185.85,0,12
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,122603,0,0,23
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,F,90149,0,0,16
DGS,Department of General Services,DGS 36 Fleet Management Services,F,140274,0,0,N26
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,98322,4455.43,0,18
DGS,Department of General Services,DGS 36 Building Design and Construction,M,174637.49,0,0,M3
REC,Department of Recreation,REC 72 Business Services,F,152043.75,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,160735.62,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,101954.99,5663.88,0,20
DGS,Department of General Services,DGS 36 Central Duplicating,M,85792.63,0,0,15
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,71914.52,3696.93,0,13
FRS,Fire and Rescue Services,FRS 45 Field Recruits,M,62102,15.31,0,F1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,75915,664.27,0,F3
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,16467.79,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,6138.28,0,T1
POL,Department of Police,POL 47 MSB Budget and Capital Management Division False Alarm Reduction Unit,M,134086,0,0,N25
POL,Department of Police,POL 47 MSB Budget and Capital Management Division Financial and Grants Management Section,F,140274,523.8,0,N26
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,140274,0,0,26
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,56237.72,197.23,0,12
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,122603,0,0,N23
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,102711,0,0,19
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,128198,28511.53,0,24
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,31227.14,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,91371.35,16748.17,0,T1
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,69104.01,5217.26,0,10
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,8896.51,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,12312.23,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,91371.39,2221.42,0,T1
FRS,Fire and Rescue Services,FRS 45 Station 8,M,90165,15250.34,0,F3
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,85918.11,0,0,18
CUS,Community Use of Public Facilities,CUS 70 Community Relations and Special Projects,M,158763.75,0,0,M3
DPS,Department of Permitting Services,DPS 75 Residential Inspections,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,105651.29,0,0,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,91380.92,0,0,20
REC,Department of Recreation,REC 72 Facilities Division,M,119913.48,0,0,N23
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,134086,0,0,N25
POL,Department of Police,POL 47 MSB Communications Division,F,110392.12,1180.88,0,N21
POL,Department of Police,POL 47 MSB Communications Division,F,96790.77,36381.54,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,110768.05,31903.67,0,21
FRS,Fire and Rescue Services,FRS 45 Station 3,M,103472,8693.29,0,F3
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,111188.85,0,0,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,98322,0,0,18
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,107323,1815.74,0,20
COR,Correction and Rehabilitation,COR 42 DS MCDC Central Processing Unit,M,112749,22069.7,0,C6
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,112749,50824.85,0,C6
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,117252,0,0,22
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Change Management,F,174641.65,0,0,M3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,74829,14037.48,0,F2
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,140274,0,0,26
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,134086,0,0,N25
DGS,Department of General Services,DGS 36 Automation,F,168264,0,0,N30
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,116725,12964.69,0,P4
COR,Correction and Rehabilitation,COR 42 MSD Fiscal Services,F,90149,410.28,0,16
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,124023,26538.85,0,C1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,92513.57,22887.42,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,14546.77,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,14293.93,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,11658.58,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,102219.89,18101.53,0,T2
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,90149,2172.83,0,16
DEP,Department of Environmental Protection,DEP 80 Strategic and Administrative Services Division,F,122603,0,0,23
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,212097.6,0,0,M1
POL,Department of Police,POL 47 MSB Training and Education Division,M,120811,46114.18,0,P4
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,116412.36,0,0,24
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,95168.74,0,0,18
ABS,Alcohol Beverage Services,ABS 85 Kingsview,M,25837.85,19.75,0,12
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Finance and Human Resources,F,122603,0,0,23
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,102711,9342.77,0,19
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,82236,9973.81,0,T1
POL,Department of Police,POL 47 PSB 4th District Patrol,F,116725,15946.22,0,P4
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,M,116725,6542.49,0,P4
POL,Department of Police,POL 47 MSB Budget and Capital Management Division Procurement and Logistics,M,76994.35,5027.44,0,N19
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,72021.09,9421.25,0,13
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,112166,0,0,21
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,M,158242.92,0,0,M3
DOT,Department of Transportation,DOT 50 Traffic Engineering and Operations,M,63591,0,0,13
REC,Department of Recreation,REC 72 Facilities Division,F,92200,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Olney,F,25750,0,0,12
FRS,Fire and Rescue Services,FRS 45 Station 29,M,125207,45154.16,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 15,M,125207,19988.12,0,B1
FRS,Fire and Rescue Services,FRS 45 Third Battalion - Administration,M,125207,25617.15,0,B1
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,113815,6671.86,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 34,M,103472,232.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,98298.4,9080.82,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,103472,15254.07,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 10,M,103472,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,98543,8013.73,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 30,M,103472,14627.23,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,103472,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 19,M,103472,18664.23,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,103472,1969.04,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 3,M,103472,28581.43,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 17,M,103472,23962.89,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 10,M,103472,18005.03,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 29,M,103472,8450.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,103472,4189.65,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 40,M,103472,10479.35,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 12,M,113815,60617.45,0,F4
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,125207,5734.46,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 22,M,103472,109204.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,103472,207.67,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,125207,47514.75,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 19,M,103472,27646.16,0,F3
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,125207,7170.18,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 33,M,98543,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 15,M,103472,27170.63,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,103472,1070.27,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,103472,6092.37,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,103472,223.88,0,F3
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,92514,18690.9,0,T1
FIN,Department of Finance,FIN 32 Tax Operations,F,75436.96,25.52,0,13
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,125207,34914.46,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 18,M,103472,1389.29,0,F3
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,91371.93,9003.35,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,92514,0,0,T1
FRS,Fire and Rescue Services,FRS 45 Station 24,M,103472,10934.23,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 17,M,103472,1390.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 10,M,103472,957.88,0,F3
CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,69930,3066.54,0,10
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,92514,22540.65,0,T1
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,67793.1,20305.13,0,10
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,10953.35,0,T1
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,88655.62,0,0,18
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,72021.09,916.38,0,13
DOT,Department of Transportation,DOT 50 Highway Services,M,87403.72,20567.47,0,17
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,107323,21707.29,0,20
HCA,Department of Housing and Community Affairs,HCA 76 Asset Management,M,134086,0,0,25
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,64452,1653.27,0,8
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,128198,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,105751.82,2484.35,0,22
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,102711,7370.46,0,19
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,122603,0,0,23
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,112749,109858.59,0,C6
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,139309.5,7612.36,0,N26
HHS,Department of Health and Human Services,HHS 60 School Health Services,M,161282.96,0,0,M2
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74602.72,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,72318.83,119.22,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,128198,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,128198,184.91,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,112173.25,0,0,24
COR,Correction and Rehabilitation,COR 42 MSD Human Resources,F,97648.65,0,0,N18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,87456.33,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74602.74,0,0,16
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,172178.8,0,0,M3
POL,Department of Police,POL 47 PSB 6th District Patrol,F,116725,102807.46,0,P4
POL,Department of Police,POL 47 PSB 6th District Patrol,F,120811,20497.15,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,F,116725,45522.92,0,P4
POL,Department of Police,POL 47 CRB Community Engagement Division Community Engagement Section,M,120811,23395.85,1626.4,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,F,116725,6548.01,0,P4
POL,Department of Police,POL 47 PSB 4th District Special Assignment Team,M,116725,34040.48,0,P4
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,76583.63,16965.44,0,13
POL,Department of Police,POL 47 PSB 5th District Patrol,M,122560,4471.15,0,P5
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,116725,4225.05,0,P4
POL,Department of Police,POL 47 PSB 1st District Patrol,M,139532,30442.81,6706.18,A1
POL,Department of Police,POL 47 PSB 3rd District Special Assignment Team,F,116725,37066.42,0,P4
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,134086,0,0,N25
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,134086,0,0,N25
POL,Department of Police,POL 47 PSB 6th District Patrol,F,58363,77.57,0,P4P
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,116725,20558.11,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,116725,158.91,0,P4
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,129253.67,0,0,N25
POL,Department of Police,POL 47 PSB 5th District Special Assignment Team,M,116725,30827.69,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,116725,5793.76,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,120811,10907.91,0,P4
COR,Correction and Rehabilitation,COR 42 DS Inmate Records,M,85311.39,8103.1,0,17
SHF,Sheriff's Office,SHF 48 Courthouse Security,M,109125,19216.08,0,G4
SHF,Sheriff's Office,SHF 48 Child Support,M,105667,1997.6,0,G4
POL,Department of Police,POL 47 PSB 1st District Patrol,F,120811,6592.49,0,P4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,119346,16918.48,0,D1
POL,Department of Police,POL 47 PSB 1st District Patrol,M,116725,0,0,P4
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,95218.49,0,0,20
